"LAKE_ID","Y_Coordinate","X_Coordinate","maxdate"
"1003UWB0026",44.71251,-73.59005,2013-08-07
"1004AUG0213",44.457802,-73.501404,2017-09-24
"1004FER0222",44.4888,-73.718399,2013-08-08
"1004LIN0315",44.129902,-73.580498,2016-09-09
"1004MIL0318",44.113998,-73.548203,2018-08-28
"1004MIR0250",44.289001,-73.982101,2017-09-26
"1004PLA0254",44.325199,-73.959198,2017-09-13
"1004RUS0316",44.1161,-73.557198,2018-08-28
"1005BAR0338",44.106499,-73.510803,2018-08-29
"1005GLE0441",43.363602,-73.673203,2017-09-26
"1005HAD0432",43.423698,-73.571999,2017-09-15
"1005PEN0351A",43.905399,-73.539703,2018-08-29
"1005SUN0440",43.375301,-73.639702,2017-09-23
"1006CRA0380",43.551998,-73.677902,2018-08-29
"1006GEO0367",43.6539,-73.498802,2017-09-25
"1006JAB0394",43.702801,-73.538696,2018-08-29
"1101BAL1090",42.938801,-73.857803,2017-09-17
"1101BON0115",43.207401,-73.7677,2015-06-05
"1101DOR0098",43.263401,-73.626999,2016-08-31
"1101KEE0114",43.328701,-73.757797,2016-08-31
"1101LON0030",43.0537,-73.741096,2012-09-13
"1101MOR0101",43.2313,-73.711899,2016-08-17
"1101MUDXXX1",43.243187,-73.710292,2011-08-18
"1101ROU1089",42.933998,-73.782898,2017-10-04
"1101SAR0027",43.016701,-73.741501,2017-09-14
"1101TRO0459",42.764599,-73.634102,2018-09-12
"1102BAB1109",42.816799,-73.399498,2017-09-10
"1102LAU1121",43.089802,-73.3741,2012-09-12
"1102SCH1115",42.893299,-73.583504,2012-09-12
"1102TAC1129",42.7355,-73.412697,2017-09-10
"1102TOM1095",42.857399,-73.568199,2012-09-12
"1103COS0079",43.2006,-73.423401,2017-10-02
"1103SUM0080",43.210201,-73.463203,2017-09-04
"1104ALG0276A",43.396,-74.293297,2017-09-26
"1104BRA0347",43.716099,-73.702599,2012-09-11
"1104CEN0593",43.7425,-74.214897,2017-08-15
"1104DEE0629",43.882801,-74.266296,2016-08-10
"1104DUR0641A",43.843102,-74.408302,2017-09-25
"1104EAG0438",43.881813,-73.582921,2017-09-24
"1104EFN0129",43.2663,-73.928596,2016-09-10
"1104FIF0626C",43.889301,-74.232597,2016-08-10
"1104FOR0340",43.564899,-73.770302,2017-10-01
"1104FOU0626B",43.883999,-74.237999,2016-08-10
"1104FRI0365",43.6259,-73.844002,2017-09-18
"1104GAR0520",43.518299,-74.022301,2017-09-26
"1104GIL0281",43.464199,-74.3153,2011-07-13
"1104GOO0265",43.248501,-74.542,2017-09-26
"1104GOO0672A",43.917999,-74.215897,2017-09-20
"1104GRE0127",43.291302,-73.960503,2012-09-11
"1104HAR0680",43.9744,-74.141899,2016-08-11
"1104HEN0715",44.092098,-74.066704,2016-08-11
"1104HUN0131",43.2598,-73.904999,2017-09-06
"1104IND0597",43.685699,-74.329903,2012-10-04
"1104IRE0136A",43.149898,-74.019402,2011-09-09
"1104JAC0151",43.143002,-74.283798,2011-09-14
"1104JEN0130",43.2673,-73.912804,2017-09-24
"1104KEN0258",43.3093,-74.572502,2011-09-14
"1104KIN0588A",43.676102,-74.232902,2016-08-09
"1104LEN0332",43.3969,-74.013702,2011-09-09
"1104LOO0367",43.667069,-73.847869,2017-09-25
"1104LUZ0318",43.3228,-73.832604,2012-09-13
"1104MAS0613",43.597,-74.421204,2011-07-13
"1104MUD0630",43.880901,-74.256103,2016-08-10
"1104PAR0432",43.882999,-73.711098,2013-09-25
"1104PIN0655",43.848099,-74.249298,2016-08-09
