"LAKE_ID","Y_Coordinate","X_Coordinate","maxdate"
"1305WAP0365",41.605801,-73.916496,2003-11-18
"1306AWO0781",41.7061,-74.290398,2009-08-27
"1306HIG0492",41.451698,-74.4813,2009-09-28
"1306MIN0775",41.725201,-74.235496,2009-08-27
"1306MON0598",41.458401,-74.454201,2009-09-28
"1306SHA0491",41.445702,-74.5009,2009-09-28
"1306TIL0464A",41.672699,-74.248299,2009-08-20
"1306ULS0799",41.772701,-74.489601,2010-09-11
"1306UWB0576B",41.5009,-74.330101,2005-06-24
"1306UWB0576C",41.502701,-74.333,2005-06-24
"1306UWB5598",41.490299,-74.339798,2005-06-24
"1308ORE0899",42.122398,-73.517998,2004-07-01
"1308ROB0902",42.118099,-73.555298,2010-09-13
"1308TAG0869",42.091202,-73.709503,2005-06-09
"1308WEE0896A",42.074902,-73.531601,2004-07-01
"1309BAS0950A",42.481201,-74.013901,2004-10-27
"1309NOR6398",42.199458,-74.037409,2005-06-07
"1309SOU0921",42.19711,-74.044975,2005-06-07
"1310BLA0N80B",42.617699,-73.409599,2009-08-14
"1310KIN0024",42.452599,-73.660103,2001-09-12
"1310MOO0124A",42.235599,-73.651703,2003-07-03
"1310QUE0057",42.4072,-73.414703,2010-09-12
"1310ROU0080",42.644699,-73.435501,2010-09-19
"1310SMI0042",42.364879,-73.607436,2003-11-18
"1310SPR0081",42.6535,-73.421501,2010-09-18
"1311DUA0276A",42.7491,-74.112602,2010-10-11
"1311MIL0289",42.764971,-74.131839,2005-10-07
"1311WAT0270",42.719601,-73.968399,2008-09-26
"1401ANA0251",41.857498,-74.962898,2010-09-05
"1401BLA0103",41.657299,-74.860496,2010-09-14
"1401BOD0185",41.522098,-74.926201,2010-09-14
"1401BRI0241",41.7645,-74.873596,2005-11-04
"1401CLI0100",41.600399,-74.797699,2010-09-14
"1401CRY0197",41.624278,-74.905226,2005-09-30
"1401CRY0260",41.8731,-75.026901,2001-10-22
"1401DAV0209",41.572194,-74.981861,2004-07-20
"1401FOX0192",41.591801,-74.938003,2004-07-20
"1401HAL0193",41.596901,-74.944504,2004-07-20
"1401HIG0179",41.5294,-74.848999,2009-07-29
"1401IND0102",41.651901,-74.885696,2009-07-28
"1401KEN0232",41.7267,-74.946404,2010-09-15
"1401LUX0212",41.598301,-75.011101,2004-08-30
"1401MAH0208",41.558998,-74.984299,2005-08-23
"1401MON0096A",41.547199,-74.7771,2005-06-24
"1401NIA0211A",41.629799,-74.933899,2004-07-20
"1401RIO0079A",41.481998,-74.758003,2005-10-24
"1401ROC0207",41.555801,-74.998001,2004-07-20
"1401SAC0111",41.625801,-74.740196,2010-09-14
"1401SAN0176",41.5131,-74.843201,2009-07-30
"1401SAN0267",41.915798,-75.184403,2010-09-15
"1401SOM0268",41.910198,-75.228996,2010-10-23
"1401STJ0096",41.597401,-74.704102,2005-10-24
"1401STU0245",41.8367,-74.900497,2010-10-24
"1401SUP0104",41.6656,-74.876602,2005-10-24
"1401SWA0128",41.762001,-74.797401,2010-09-15
"1401SWA0211",41.593201,-74.982697,2010-09-14
"1401TOR0100A",41.626598,-74.839401,2004-07-26
"1401TRO0196",41.611335,-74.916029,2005-10-24
"1401TUR0190",41.58044,-74.942755,2004-07-20
"1401UWB5217",41.649601,-74.851898,2004-08-30
"1401WEL0195",41.5895,-74.911202,2004-08-30
"1401WHI0117",41.676998,-74.837898,2010-09-14
"1401YOR0203",41.501701,-74.968803,2009-07-30
"1402DAV0038C",41.619999,-74.599602,2005-06-21
"1402ECH0047",41.727299,-74.646004,2009-07-28
"1402GUY0014",41.428398,-74.6008,2003-10-13
"1402KIA0044",41.676899,-74.666397,2004-10-25
"1402LOU0040",41.605202,-74.580399,2004-10-25
"1402MAR0002",41.4007,-74.654602,2004-08-30
"1402PLE0045",41.696098,-74.627998,2005-10-24
"1402SHE0051",41.773998,-74.656502,2005-10-24
"1402TRE0039",41.610699,-74.5905,2004-05-25
"1402UWB5050",41.520039,-74.541664,2004-09-16
"1402WOL0037",41.586601,-74.588097,2001-09-02
"1402YAN0021",41.584999,-74.553101,2010-09-19
"1403LIL0311",41.886501,-74.746101,2009-07-29
"1403MON0328",41.963501,-74.686401,2009-07-29
"1403MUS0280A",41.912102,-74.992798,2005-08-24
"1403SHA0299",41.8843,-74.8731,2009-07-28
"1403TEN0281",41.883999,-74.973999,2009-07-30
"1403TRO0317A",41.926899,-74.797798,2009-07-29
"1403UWB0294B",41.960098,-74.8461,2008-10-05
"1404DEE0389",42.059601,-75.553398,2010-09-19
"1404OQU0383",42.0224,-75.459396,2010-10-10
"1404TAN5539",42.230701,-74.871101,2005-10-07
