"LakeID","LocationID","LocationName","County","Y_Coordinate","X_Coordinate","Type","DEC.Region","LocationType","Horz_Method","Horz_Datum","Report_LocationName"
"0402BLAXXX1","0402BLAXXX1_C","Black Creek Centroid","Monroe",43.094545,-77.68003,"River/Stream",8,"River/Stream","Interpolation-Other","NAD83",""
"1104ACK0311","1104ACK0311_C","Ackerman Pond Centroid","Hamilton",43.636101,-74.285698,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1104ADI0587A","1104ADI0587A_DH","ADIRONDACK LAKE DEEP HOLE","Hamilton",43.79,-74.2624,"Deep Hole",5,"Lake","GPS - UNSPECIFIED","NAD83",""
"1104ADJ0692A","1104ADJ0692A_C","Adjidaumo Flow Centroid","Essex",43.992901,-74.225899,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1301ADO0204B","1301ADO0204B_C","Adolphs Pond Centroid","Orange",41.386101,-73.985298,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"0601AFT0180","0601AFT0180_C","Afton Lake Centroid","Chenango",42.239201,-75.510696,"Centroid",7,"Lake","Interpolation-Other","NAD83",""
"0601AFT0180","0601AFT0180_DH","AFTON LAKE DEEP HOLE","Chenango",42.239181,-75.510703,"Deep Hole",7,"Lake","INTERPOLATION-OTHER","NAD83",""
"1701AGA0815","1701AGA0815_C","Agawam Lake Centroid","Suffolk",40.874401,-72.392197,"Centroid",1,"Lake","Interpolation-Other","NAD83",""
"0503AGT5287","0503AGT5287_C","Ag-Tech Lake Centroid","Allegany",42.267201,-77.819702,"Centroid",9,"Lake","Interpolation-Other","NAD83",""
"0503AGT5287","0503AGT5287_DH","AG-TECH LAKE DEEP HOLE","Allegany",42.26727,-77.81937,"Deep Hole",9,"Lake","GPS WIDE AREA AUGMENTATION SYSTEM (WAAS)","NAD83",""
"0603AGW5136","0603AGW5136_C","Agwaterra Pond Centroid","Broome",42.032799,-75.942802,"Centroid",7,"Lake","Interpolation-Other","NAD83",""
"1104AIR0254","1104AIR0254_C","Airdwood Lake Centroid","Hamilton",43.444099,-74.452202,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1701AIR0743","1701AIR0743_C","Airport Pond Centroid","Suffolk",41.063599,-72.096298,"Centroid",1,"Lake","Interpolation-Other","NAD83",""
"0102AKR0013","0102AKR0013_C","Akron Reservoir Centroid","Wyoming",42.8675,-78.357597,"Centroid",9,"Lake","Interpolation-Other","NAD83",""
"0102AKR0013","0102AKR0013_DH","AKRON RESERVOIR DEEP HOLE","Wyoming",42.868655,-78.35585,"Deep Hole",9,"Lake","GPS WIDE AREA AUGMENTATION SYSTEM (WAAS)","NAD83",""
"1104ALB0138","1104ALB0138_C","Albia Pond Centroid","Saratoga",43.187302,-74.024696,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"0301ALB0166H","0301ALB0166H_C","Albion Rs No 2 Centroid","Orleans",43.227299,-78.250702,"Centroid",8,"Lake","Interpolation-Other","NAD83",""
"1701ALC0832","1701ALC0832_C","Alcotts Pond Centroid","Suffolk",40.8368,-72.589203,"Centroid",1,"Lake","Interpolation-Other","NAD83",""
"1301ALC0185","1301ALC0185_C","Alcove Reservoir Centroid","Albany",42.476898,-73.937599,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"0303ALD5064","0303ALD5064_C","Alder Bed Pond Centroid","Oswego",43.66,-75.783401,"Centroid",7,"Lake","Interpolation-Other","NAD83",""
"1203ALD0853","1203ALD0853_C","Alder Brook Lake Centroid","Hamilton",43.364101,-74.655998,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1403ALD0346","1403ALD0346_C","Alder Lake Centroid","Ulster",42.048401,-74.6763,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"1403ALD0346","1403ALD0346_DH","ALDER LAKE DEEP HOLE","Ulster",42.04892,-74.67841,"Deep Hole",3,"Lake","GPS WIDE AREA AUGMENTATION SYSTEM (WAAS)","NAD83",""
"0801ALD0935","0801ALD0935_C","Alder Pond Centroid","Oneida",43.435501,-75.212799,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"1104ALD0420","1104ALD0420_C","Alder Pond Centroid","Essex",43.851299,-73.667801,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1203ALE0891","1203ALE0891_C","Ale Pond Centroid","Hamilton",43.481998,-74.676399,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1303ALE0222D","1303ALE0222D_C","Aleck Meadow Reservoir Centroid","Orange",41.405201,-74.0149,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"1701ALE0726","1701ALE0726_C","Alewife Pond Centroid","Suffolk",41.032902,-72.230499,"Centroid",1,"Lake","Interpolation-Other","NAD83",""
"0603ALE5275","0603ALE5275_C","Alexander Lake Centroid","Tioga",42.2295,-76.201897,"Centroid",7,"Lake","Interpolation-Other","NAD83",""
"0801ALE0655","0801ALE0655_C","Alexander Pond Centroid","Lewis",43.717899,-75.561401,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"1003ALF0096","1003ALF0096_C","Alford Pond Centroid","Essex",44.261501,-74.036598,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"0201ALL5357","0201ALL5357_DH","ALLEGANY RESERVOIR DEEP HOLE","Cattaraugus",42.05595,-78.89069,"Deep Hole",9,"Lake","GPS - UNSPECIFIED","NAD83",""
"0201ALL5357","0201ALL5357_C","Allegheny Reservoir Centroid","Cattaraugus",41.8088,-78.919899,"Centroid",9,"Lake","Interpolation-Other","NAD83",""
"0902ALL5147","0902ALL5147_C","Allen Falls Reservoir Centroid","St Lawrence",44.630402,-74.835098,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"0902ALL5147","0902ALL5147_DH","ALLEN FALLS RESERVOIR DEEP HOLE","St Lawrence",44.636104,-74.842569,"Deep Hole",6,"Lake","GPS - UNSPECIFIED","NAD83",""
"0403ALL5341","0403ALL5341_C","Allen Lake Centroid","Allegany",42.385201,-78.066704,"Centroid",9,"Lake","Interpolation-Other","NAD83",""
"0601ALL0405","0601ALL0405_C","Allen Lake Centroid","Otsego",42.829498,-74.951698,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"0904ALL0343","0904ALL0343_C","Allen Pond Centroid","St Lawrence",44.3438,-74.999603,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"0601ALL0194","0601ALL0194_C","Allens Pond Centroid","Otsego",42.564098,-75.305801,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"1104ALL5380","1104ALL5380_C","Alligator Pond Centroid","Warren",43.678799,-73.827499,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"0201ALM5535","0201ALM5535_C","Alma Pond Centroid","Allegany",42.014099,-78.001404,"Centroid",9,"Lake","Interpolation-Other","NAD83",""
"0503ALM0029C","0503ALM0029C_C","Almond Reservoir Centroid","Steuben",42.346401,-77.712402,"Centroid",8,"Lake","Interpolation-Other","NAD83",""
"0503ALM0029C","0503ALM0029C_DH","ALMOND RESERVOIR DEEP HOLE","Steuben",42.34816,-77.70724,"Deep Hole",8,"Lake","GPS - UNSPECIFIED","NAD83",""
"1101ALP5136","1101ALP5136_C","Alpine Lake Centroid","Saratoga",43.210999,-73.836098,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1311ALT0276B","1311ALT0276B_C","Altamont Reservoir Centroid","Albany",42.685501,-74.074303,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"0903ALU0315","0903ALU0315_C","Aluminum Pond Centroid","Hamilton",43.768902,-74.526298,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1302AMA0050","1302AMA0050_C","Amawalk Reservoir Centroid","Westchester",41.2915,-73.755203,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"1403AMB0336","1403AMB0336_C","Amber Lake Centroid","Sullivan",41.949501,-74.859398,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"1401AMB0118","1401AMB0118_C","Amber Lake Centroid","Sullivan",41.688599,-74.848702,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"0903AMB0041","0903AMB0041_C","Amber Lake Centroid","St Lawrence",44.3992,-74.619698,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"1203AMB0889","1203AMB0889_C","Amber Pond Centroid","Hamilton",43.478802,-74.682999,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1301AMB0150M","1301AMB0150M_C","Ambreys Pond Centroid","Rockland",41.248798,-74.014702,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"1501AMD1017F","1501AMD1017F_C","Amdur Park Lake Centroid","Orange",41.354199,-74.165199,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"0403AMI0159A","0403AMI0159A_C","Amity Lake Centroid","Allegany",42.219002,-77.989197,"Centroid",9,"Lake","Interpolation-Other","NAD83",""
"1203AMO0907","1203AMO0907_C","Amos Lake Centroid","Hamilton",43.502499,-74.618301,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"0903AMP0202","0903AMP0202_C","Ampersand Lake Centroid","Franklin",44.2094,-74.194099,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1003AMP0131","1003AMP0131_C","Amphitheater Pond Centroid","Franklin",44.308601,-74.367897,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1201AMS0546","1201AMS0546_C","Amsterdam Reservoir Centroid","Montgomery",42.951199,-74.182098,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"1402ANA0041","1402ANA0041_C","Anawana Lake Centroid","Sullivan",41.700298,-74.676002,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"0403AND0164","0403AND0164_C","Andover Pond Centroid","Allegany",42.1656,-77.793602,"Centroid",9,"Lake","Interpolation-Other","NAD83",""
"0403AND5497","0403AND5497_C","Andover Pond Centroid","Allegany",42.172699,-77.793503,"Centroid",9,"Lake","Interpolation-Other","NAD83",""
"1104AND0376","1104AND0376_C","Andrew Pond Centroid","Warren",43.739899,-73.819099,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1201ANN0496","1201ANN0496_C","Ann Lee Pond Centroid","Albany",42.7379,-73.813003,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"0703ANN5235","0703ANN5235_C","Annsville Pond Centroid","Oneida",43.3461,-75.667198,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"0903ANT0126","0903ANT0126_C","Antediluvian Pond Centroid","Hamilton",44.0032,-74.622597,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1104ANT5423","1104ANT5423_C","Antler Lake Centroid","Warren",43.654999,-73.930199,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"0903ARB0011","0903ARB0011_C","Arbuckle Pond Centroid","St Lawrence",44.516102,-74.919899,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"1702ARB1051","1702ARB1051_C","Arbutus Lake Centroid","Richmond",40.522098,-74.177902,"Centroid",2,"Lake","Interpolation-Other","NAD83",""
"1104ARB0684","1104ARB0684_C","Arbutus Pond Centroid","Essex",43.9869,-74.241303,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1104ARC0144","1104ARC0144_C","Archer Vly Centroid","Saratoga",43.158299,-73.960899,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1404ARC5574","1404ARC5574_C","Arctic Lake Centroid","Broome",42.179298,-75.425201,"Centroid",7,"Lake","Interpolation-Other","NAD83",""
"1302ARL5219","1302ARL5219_C","Arlaura Lake Centroid","Putnam",41.440498,-73.647797,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"0601ARN0362","0601ARN0362_C","Arnold Lake Centroid","Otsego",42.611401,-75.0047,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"1104ARN0437A","1104ARN0437A_C","Arnold Pond Centroid","Essex",43.880402,-73.621002,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"0902ARQ0103A","0902ARQ0103A_C","Arquett Pond Centroid","St Lawrence",44.5107,-74.603798,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"1702ARR0356A","1702ARR0356A_C","Arrow Head Pond Centroid","Suffolk",40.961201,-72.770698,"Centroid",1,"Lake","Interpolation-Other","NAD83",""
"1601ARR1123A","1601ARR1123A_C","Arrowhead Lake Centroid","Dutchess",41.8526,-73.560501,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"1303ART0222E","1303ART0222E_C","Arthurs Pond Centroid","Orange",41.397598,-74.0196,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"1701ART0863","1701ART0863_C","Artist Lake Centroid","Suffolk",40.883701,-72.931702,"Centroid",1,"Lake","Interpolation-Other","NAD83",""
"1104ASH0497","1104ASH0497_C","Ash Craft Pond Centroid","Essex",44.105099,-73.619301,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"0905ASH0326","0905ASH0326_C","Ash Pond Centroid","St Lawrence",44.101299,-74.828598,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"1104ASH0154","1104ASH0154_C","Ash Pond Centroid","Fulton",43.077099,-74.350304,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"0602ASH5470","0602ASH5470_C","Ashcraft Pond Centroid","Chenango",42.492199,-75.811997,"Centroid",7,"Lake","Interpolation-Other","NAD83",""
"0906ASH0047A","0906ASH0047A_C","Ashcraft Pond Centroid","Lewis",44.031101,-75.469002,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"1307ASH0848","1307ASH0848_C","Ashokan Reservoir Centroid","Ulster",41.947201,-74.2286,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"0102ATT0020","0102ATT0020_DH","ATTICA RESERVOIR #2 (MIDDLE) DEEP HOLE","Wyoming",42.83261,-78.25945,"Deep Hole",9,"Lake","GPS - UNSPECIFIED","NAD83",""
"0102ATT0020","0102ATT0020_C","Attica Reservoir Centroid","Wyoming",42.830898,-78.258202,"Centroid",9,"Lake","Interpolation-Other","NAD83",""
"0102ATT0020A","0102ATT0020A_C","Attica Reservoir Centroid","Wyoming",42.7859,-78.226601,"Centroid",9,"Lake","Interpolation-Other","NAD83",""
"0102ATT0020A","0102ATT0020A_DH","ATTICA WATER SUPPLY RESERVOIR (UPPER) DEEP HOLE","Wyoming",42.78723,-78.229659,"Deep Hole",9,"Lake","GPS WIDE AREA AUGMENTATION SYSTEM (WAAS)","NAD83",""
"1203ATW0842","1203ATW0842_C","Atwood Lake Centroid","Herkimer",43.364899,-74.897797,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"1004AUG0213","1004AUG0213_C","Augur Lake Centroid","Essex",44.457802,-73.501404,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1004AUG0213","1004AUG0213_DH","AUGUR LAKE DEEP HOLE","Essex",44.45878,-73.49695,"Deep Hole",5,"Lake","GPS - UNSPECIFIED","NAD83",""
"1104AUS0516","1104AUS0516_C","Austin Pond Centroid","Warren",43.6763,-73.964302,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1102AUS1106","1102AUS1106_C","Austin Pond Centroid","Rensselaer",42.878399,-73.460503,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"1104AVA0707","1104AVA0707_C","Avalanche Lake Centroid","Essex",44.133202,-73.966797,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1701AVO0961","1701AVO0961_C","Avon Lake Centroid","Suffolk",40.674198,-73.413399,"Centroid",1,"Lake","Interpolation-Other","NAD83",""
"1201AYE0746","1201AYE0746_C","Ayers Lake Centroid","Fulton",43.2034,-74.606796,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1001BAB0281","1001BAB0281_C","Babbe Pond Centroid","Essex",44.414101,-73.451599,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1102BAB1109","1102BAB1109_C","Babcock Lake Centroid","Rensselaer",42.816799,-73.399498,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"1203BAB0876","1203BAB0876_C","Baby Lake Centroid","Herkimer",43.497898,-74.815597,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"1310BAC0059","1310BAC0059_C","Bachus Pond Centroid","Columbia",42.4818,-73.584099,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"1005BAC0427","1005BAC0427_C","Bacon Pond Centroid","Washington",43.400902,-73.598396,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1003BAD5364","1003BAD5364_C","Bad News Pond Centroid","Franklin",44.340302,-74.366096,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"0601BAI0400","0601BAI0400_C","Bailey Pond Centroid","Otsego",42.819599,-74.973,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"1402BAI0040B","1402BAI0040B_C","Baileys Lake Centroid","Sullivan",41.6894,-74.668198,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"1104BAI0397","1104BAI0397_C","Baily Pond Centroid","Essex",43.873798,-73.905296,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"0601BAI0184A","0601BAI0184A_C","Bainbridge Reservoir Centroid","Chenango",42.347,-75.490097,"Centroid",7,"Lake","Interpolation-Other","NAD83",""
"1701BAI1033","1701BAI1033_C","Baisley Pond Centroid","Queens",40.677601,-73.785599,"Centroid",2,"Lake","Interpolation-Other","NAD83",""
"0902BAK5131","0902BAK5131_C","Baker Pond Centroid","Franklin",44.695499,-74.521797,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"0902BAK0187","0902BAK0187_C","Baker Pond Centroid","Franklin",44.516102,-74.290703,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"0703BAK5310","0703BAK5310_C","Baker Reservoir Centroid","Madison",43.074501,-75.671799,"Centroid",7,"Lake","Interpolation-Other","NAD83",""
"0703BAK5309","0703BAK5309_C","Baker Reservoir Centroid","Madison",43.0746,-75.669403,"Centroid",7,"Lake","Interpolation-Other","NAD83",""
"1302BAK0128M","1302BAK0128M_C","Bakwin Pond Centroid","Westchester",41.199101,-73.829598,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"0801BAL0783","0801BAL0783_C","Bald Mountain Pond Centroid","Herkimer",43.731499,-74.923401,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"1202BAL0627","1202BAL0627_C","Baldwin Pond Centroid","Schoharie",42.5509,-74.597199,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"1104BAL0555","1104BAL0555_C","Balfour Lake Centroid","Essex",43.854199,-74.0103,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1302BAL0064A","1302BAL0064A_C","Ballard Lake Centroid","Dutchess",41.516102,-73.705101,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"1302BAL0089O","1302BAL0089O_C","Ballard Pond Centroid","Dutchess",41.540199,-73.637398,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"1101BAL1090","1101BAL1090_C","Ballston Lake Centroid","Saratoga",42.938801,-73.857803,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1101BAL0044","1101BAL0044_C","Ballston Spa Reservoir Centroid","Saratoga",43.053101,-73.845497,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1101BAL0054","1101BAL0054_C","Ballston Spa Reservoir Centroid","Saratoga",43.028801,-73.843498,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"0801BAL0837","0801BAL0837_C","Balsam Lake Centroid","Hamilton",43.630001,-74.792396,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1403BAL0349","1403BAL0349_C","Balsam Lake Centroid","Ulster",42.027401,-74.603104,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"1203BAL0909","1203BAL0909_C","Balsam Lake Centroid","Hamilton",43.535999,-74.5998,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1401BAL5226","1401BAL5226_C","Balsam Pond Centroid","Sullivan",41.590698,-74.902199,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"0904BAL0364","0904BAL0364_C","Balsam Pond Centroid","St Lawrence",44.252602,-74.7547,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"0602BAL5644","0602BAL5644_C","Balt Pond Centroid","Chenango",42.533001,-75.823799,"Centroid",7,"Lake","Interpolation-Other","NAD83",""
"1102BAN1108","1102BAN1108_C","Banker Pond Centroid","Rensselaer",42.8181,-73.417099,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"1301BAR0181","1301BAR0181_C","Barger Pond Centroid","Putnam",41.359501,-73.812698,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"1301BAR0181","1301BAR0181_DH","BARGER POND DEEP HOLE","Putnam",41.360118,-73.813619,"Deep Hole",3,"Lake","INTERPOLATION-OTHER","NAD83",""
"1104BAR0636","1104BAR0636_C","Barker Pond Centroid","Hamilton",43.853401,-74.332001,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1103BAR0085","1103BAR0085_C","Barkley Pond Centroid","Washington",43.239601,-73.393402,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1702BAR1108","1702BAR1108_C","Barlow Pond Centroid","Suffolk",41.270401,-71.990097,"Centroid",1,"Lake","Interpolation-Other","NAD83",""
"0801BAR0905","0801BAR0905_C","Barnes Lake Centroid","Lewis",43.566101,-75.226898,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"1301BAR0192B","1301BAR0192B_C","Barnes Lake Centroid","Orange",41.325901,-74.080902,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"1104BAR0386","1104BAR0386_C","Barnes Pond Centroid","Essex",43.856998,-73.968697,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1003BAR0035","1003BAR0035_C","Barnes Pond Centroid","Clinton",44.632198,-73.859901,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"0903BAR0014","0903BAR0014_C","Barney Pond Centroid","St Lawrence",44.471901,-74.804901,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"1401BAR0220","1401BAR0220_C","Barnhardt Pond Centroid","Sullivan",41.699402,-74.978699,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"0902BAR0262","0902BAR0262_C","Barnum Pond Centroid","Franklin",44.459999,-74.259499,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"0902BAR0262","0902BAR0262_DH","BARNUM POND DEEP HOLE","Franklin",44.46087,-74.25539,"Deep Hole",5,"Lake","GPS - UNSPECIFIED","NAD83",""
"1304BAR0345I","1304BAR0345I_C","Barrett Pond Centroid","Putnam",41.464199,-73.923798,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"1302BAR0071","1302BAR0071_C","Barrett Pond Centroid","Putnam",41.434399,-73.740601,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"1310BAR0045","1310BAR0045_C","Barrett Pond Centroid","Columbia",42.3372,-73.473602,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"1003BAR5374","1003BAR5374_C","Bartlet Pond Centroid","Franklin",44.250198,-74.2827,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1004BAR0255","1004BAR0255_C","Bartlett Pond Centroid","Essex",44.333301,-74.019501,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1005BAR0338","1005BAR0338_C","Bartlett Pond Centroid","Essex",44.106499,-73.510803,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1201BAR0787","1201BAR0787_C","Barto Lake Centroid","Hamilton",43.376598,-74.6921,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1402UWB5050","1402UWB5050_DH","BASHER KILL DEEP HOLE","Sullivan",41.520039,-74.541664,"Deep Hole",3,"Lake","INTERPOLOATION-OTHER","NAD83",""
"1309BAS0950A","1309BAS0950A_C","Basic Creek Reservoir Centroid","Albany",42.481201,-74.013901,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"1309BAS0950A","1309BAS0950A_DH","BASIC CREEK RESERVOIR DEEP HOLE","Albany",42.484822,-74.01627,"Deep Hole",4,"Lake","INTERPOLATION-OTHER","NAD83",""
"1401BAS0262","1401BAS0262_C","Basket Lake Centroid","Sullivan",41.892502,-75.004997,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"1401BAS0264","1401BAS0264_C","Basket Pond Centroid","Delaware",41.921501,-75.092102,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"1003BAS0051","1003BAS0051_C","Bass Lake Centroid","Franklin",44.567799,-74.0681,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"1104BAS0464","1104BAS0464_C","Bass Lake Centroid","Essex",43.9767,-73.682404,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"0905BAS0330","0905BAS0330_C","Bassout Pond Centroid","St Lawrence",44.0881,-74.868599,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"0601BAS5829","0601BAS5829_C","Basswood Pond Centroid","Otsego",42.752701,-75.122597,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"1202BAT5450","1202BAT5450_C","Batavia Kill Reservoir Centroid","Greene",42.2883,-74.174599,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"1104BAT0675","1104BAT0675_C","Bates Pond Centroid","Essex",43.929501,-74.2146,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"0503BAX5187","0503BAX5187_C","Baxter Lake Centroid","Steuben",42.002201,-77.243599,"Centroid",8,"Lake","Interpolation-Other","NAD83",""
"1702BAX0124","1702BAX0124_C","Baxter Pond Centroid","Nassau",40.833801,-73.6977,"Centroid",1,"Lake","Interpolation-Other","NAD83",""
"0801BEA0624","0801BEA0624_C","Beach Millpond Centroid","Lewis",43.812401,-75.269798,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"1304BEA0345","1304BEA0345_C","Beacon Reservoir Centroid","Dutchess",41.486401,-73.940697,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"1304BEA0345A","1304BEA0345A_C","Beacon Reservoir Centroid","Putnam",41.490398,-73.882599,"Centroid",3,"Lake","Interpolation-Other","NAD83",""
"1404BEA0401","1404BEA0401_C","Beales Pond Centroid","Delaware",42.201901,-75.378899,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"1404BEA0401","1404BEA0401_DH","BEALES POND DEEP HOLE","Delaware",42.20018,-75.37921,"Deep Hole",4,"Lake","GPS WIDE AREA AUGMENTATION SYSTEM (WAAS)","NAD83",""
"1403BEA5572","1403BEA5572_C","Bear Cub Pond Centroid","Delaware",42.123299,-75.059403,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"1202BEA0596","1202BEA0596_DH","BEAR GULCH LAKE DEEP HOLE","Schoharie",42.59413,-74.59447,"Deep Hole",4,"Lake","GPS - UNSPECIFIED","NAD83",""
"1202BEA0596","1202BEA0596_C","Bear Gulch Pond Centroid","Schoharie",42.5919,-74.594803,"Centroid",4,"Lake","Interpolation-Other","NAD83",""
"0202BEA0131","0202BEA0131_C","Bear Lake Centroid","Chautauqua",42.346802,-79.383904,"Centroid",9,"Lake","Interpolation-Other","NAD83",""
"0905BEA0134","0905BEA0134_C","Bear Lake Centroid","St Lawrence",44.158501,-75.161102,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"0801BEA0968","0801BEA0968_C","Bear Lake Centroid","Herkimer",43.598801,-75.054901,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
"1203BEA0881","1203BEA0881_C","Bear Lake Centroid","Hamilton",43.4744,-74.708397,"Centroid",5,"Lake","Interpolation-Other","NAD83",""
"0202BEA0131","0202BEA0131_DH","Bear Lake Deep Hole","Chautauqua",42.348009,-79.38433,"Deep Hole",9,"Lake","GPS WIDE AREA AUGMENTATION SYSTEM (WAAS)","NAD83",""
"0801BEA0459","0801BEA0459_C","Bear Pond Centroid","Herkimer",43.920101,-75.117599,"Centroid",6,"Lake","Interpolation-Other","NAD83",""
